Gene	Cancer	KEY	Tumor suppressor or oncogene prediction (by 20/20+)	Decision	Tissue Frequency	Pancan Frequency	Consensus Score	Correlation adusted score	Novel	Rescue Notes	Note about previous publication
SMAD2	STAD	SMAD2_STAD	possible tsg	official	1.4005602240896401E-2	0.00815067738737746	1	0	0	NA	Found in 25079317
SMAD2	COADREAD	SMAD2_COADREAD	possible tsg	official	3.48101265822785E-2	0.00815067738737746	2	2	0	NA	Found in 22810696
SMAD2	PANCAN	SMAD2_PANCAN	possible tsg	official	"NA"	0.00815067738737746	2	1.484498591833	0	NA	Found in 24132290
SMAD4	CESC	SMAD4_CESC	possible tsg	official	3.6496350364963501E-2	0.0229100121158718	3	1.905931306298585	0	NA	0
SMAD4	ESCA	SMAD4_ESCA	possible tsg	official	6.3953488372092998E-2	0.0229100121158718	3.5	2.925163413974	0	NA	Found in 28052061
SMAD4	COADREAD	SMAD4_COADREAD	tsg	official	0.120253164556962	0.0229100121158718	4.5	3.42695558566189	0	NA	Found in 22810696
SMAD4	PANCAN	SMAD4_PANCAN	tsg	official	"NA"	0.0229100121158718	4.5	3.984498591833	0	NA	Found in 24132290
SMAD4	PAAD	SMAD4_PAAD	tsg	official	0.23225806451612899	0.0229100121158718	5	3.00049327488453	0	NA	Found in private communication about integrative PAAD analysis
SMAD4	STAD	SMAD4_STAD	oncogene	official	7.8431372549019607E-2	0.0229100121158718	5	4.468906458336	0	NA	Found in 25079317
SMARCA1	PANCAN	SMARCA1_PANCAN	tsg	official	"NA"	0.0153100561735874	2	1.484498591833	1	NA	0
SMARCA4	LIHC	SMARCA4_LIHC	possible oncogene	official	2.82485875706215E-2	0.0329331424165657	1.5	1.5	0	NA	0
SMARCA4	PANCAN	SMARCA4_PANCAN	possible oncogene	official	"NA"	0.0329331424165657	2	2	0	NA	0
SMARCA4	LGG	SMARCA4_LGG	possible oncogene	official	4.9019607843137303E-2	0.0329331424165657	2.5	1.700964702755	0	NA	Found in 26061751
SMARCA4	LUAD	SMARCA4_LUAD	possible tsg	official	7.1925754060324795E-2	0.0329331424165657	3	3	0	NA	Found in 25079552
SMARCB1	KIRP	SMARCB1_KIRP	possible oncogene	official	2.1818181818181799E-2	0.00638836876307963	1	0	0	NA	Found in 26536169
SMC1A	UCEC	SMC1A_UCEC	oncogene	official	5.3030303030302997E-2	0.0138781804163454	1.5	1.5	0	NA	0
SMC1A	LAML	SMC1A_LAML	oncogene	official	2.8776978417266199E-2	0.0138781804163454	2.5	2.5	0	NA	Found in 23634996
SMC3	LAML	SMC3_LAML	possible oncogene	rescued	7.1942446043165497E-3	0.0109042846128428	0	NA	0	Poor Variant Calling in liquid tumor, from manuscript	NA
SOS1	PANCAN	SOS1_PANCAN	oncogene	official	"NA"	0.0145390461504571	1.5	1.5	0	NA	0
SOS1	UCEC	SOS1_UCEC	oncogene	official	4.29292929292929E-2	0.0145390461504571	3	3	0	NA	0
SOX17	PANCAN	SOX17_PANCAN	possible oncogene	official	"NA"	0.00815067738737746	1	0	0	NA	Found in 24132290
SOX17	UCEC	SOX17_UCEC	possible oncogene	official	4.7979797979797997E-2	0.00815067738737746	1.5	1.2023006259305	0	NA	0
SOX9	PANCAN	SOX9_PANCAN	possible tsg	official	"NA"	0.0143187575724199	1	0	0	NA	Found in 24132290
SOX9	COADREAD	SOX9_COADREAD	tsg	official	0.129746835443038	0.0143187575724199	3	3	0	NA	Found in 22810696
SPOP	PANCAN	SPOP_PANCAN	oncogene	official	"NA"	0.0161912104857363	1.5	1.5	0	NA	Found in 24132290
SPOP	UCEC	SPOP_UCEC	oncogene	official	9.3434343434343398E-2	0.0161912104857363	2	1.7023006259305	0	NA	0
SPOP	PRAD	SPOP_PRAD	oncogene	official	0.115303983228512	0.0161912104857363	3.5	2.98945172472125	0	NA	Found in 26544944
SPTA1	GBM	SPTA1_GBM	possible tsg	official	9.0032154340836001E-2	0.0881154312148915	0.5	0	1	NA	Found in 24120142
SPTAN1	BLCA	SPTAN1_BLCA	tsg	official	0.13212435233160599	0.0272056393875978	2	1.5796734569315	1	NA	0
SRSF2	UVM	SRSF2_UVM	NA	official	3.7499999999999999E-2	0.00572750302896795	1.5	0.792856664386495	0	NA	Found in private communication about integrative UVM analysis
STAG2	PANCAN	STAG2_PANCAN	tsg	official	"NA"	0.0241215992950766	2.5	1.984498591833	0	NA	Found in 24132290
STAG2	BLCA	STAG2_BLCA	tsg	official	0.15544041450777199	0.0241215992950766	3.5	2.434101995475835	0	NA	Found in 24476821
STAG2	GBM	STAG2_GBM	tsg	official	4.1800643086816698E-2	0.0241215992950766	4	2.90547185070332	0	NA	Found in 24120142
STK11	CESC	STK11_CESC	tsg	official	5.1094890510948898E-2	0.0138781804163454	2	2	0	NA	0
STK11	PANCAN	STK11_PANCAN	tsg	official	"NA"	0.0138781804163454	2.5	1.984498591833	0	NA	Found in 24132290
STK11	LUAD	STK11_LUAD	tsg	official	0.16241299303944301	0.0138781804163454	5.5	4.995926434204	0	NA	Found in 25079552
TAF1	UCEC	TAF1_UCEC	oncogene	official	0.12121212121212099	0.0264346293644675	2.5	2.2023006259305	0	NA	0
TBL1XR1	PANCAN	TBL1XR1_PANCAN	possible tsg	rescued	"NA"	0.0104637074567684	0	NA	0	Evidence from OncoImpact (CNA result)	NA
TBX3	PANCAN	TBX3_PANCAN	possible tsg	official	"NA"	0.0137680361273268	1	0	0	NA	Found in 24132290
TBX3	BRCA	TBX3_BRCA	possible tsg	official	3.0808729139923E-2	0.0137680361273268	2.5	2.01789786493	0	NA	Found in 23000897
TCEB1	KIRC	TCEB1_KIRC	possible tsg	official	1.0869565217391301E-2	0.00187245291331644	1.5	1.5	0	NA	Found in 23792563
TCF12	GBM	TCF12_GBM	possible tsg	official	1.6077170418006399E-2	0.010573851745787	2	2	0	NA	0
TCF12	PANCAN	TCF12_PANCAN	tsg	official	"NA"	0.010573851745787	2.5	1.984498591833	0	NA	0
TCF12	LGG	TCF12_LGG	possible tsg	official	2.7450980392156901E-2	0.010573851745787	3	2.200964702755	0	NA	Found in 26061751
TCF7L2	COADREAD	TCF7L2_COADREAD	tsg	official	0.10126582278481	0.0128868818151779	3.5	3.5	0	NA	Found in 22810696
TET2	LAML	TET2_LAML	NA	rescued	0	0.0192752505782575	0	NA	0	Poor Variant Calling in liquid tumor, from manuscript	NA
TGFBR2	CESC	TGFBR2_CESC	possible tsg	official	3.2846715328467203E-2	0.0150897675955502	2	2	0	NA	Found in 28112728
TGFBR2	PAAD	TGFBR2_PAAD	tsg	official	4.5161290322580601E-2	0.0150897675955502	3	2.453312720865	0	NA	Found in private communication about integrative PAAD analysis
TGFBR2	HNSC	TGFBR2_HNSC	possible tsg	official	4.7808764940239001E-2	0.0150897675955502	4	3.464631417009995	0	NA	Found in 25631445
TGFBR2	PANCAN	TGFBR2_PANCAN	tsg	official	"NA"	0.0150897675955502	4	3.484498591833	0	NA	Found in 24132290
TGIF1	COADREAD	TGIF1_COADREAD	possible tsg	official	4.1139240506329097E-2	0.00660865734111686	2	2	0	NA	0
THRAP3	PANCAN	THRAP3_PANCAN	tsg	official	"NA"	0.0116752946359731	2	1.484498591833	0	NA	0
TLR4	PANCAN	TLR4_PANCAN	NA	rescued	"NA"	0.0296288137460073	0	NA	0	Evidence from DriverNet (SNV result)	NA
TMSB4X	DLBC	TMSB4X_DLBC	possible tsg	official	0.18918918918918901	0.0030840400925212	2	1.195172191928	1	NA	0
TNFAIP3	DLBC	TNFAIP3_DLBC	tsg	official	0.162162162162162	0.0101332745897125	3	2.195172191928	0	NA	0
TP53	THYM	TP53_THYM	possible tsg	official	2.4793388429752101E-2	0.375261592686419	1	0	0	NA	Found in private communication about integrative THYM analysis
TP53	DLBC	TP53_DLBC	tsg	official	0.135135135135135	0.375261592686419	2	2	0	NA	0
TP53	LAML	TP53_LAML	possible tsg	official	6.4748201438848907E-2	0.375261592686419	2.5	1.8629109186025	0	NA	Found in 23634996
TP53	KIRC	TP53_KIRC	possible tsg	official	3.2608695652173898E-2	0.375261592686419	3.5	2.925686663823995	0	NA	Found in 23792563
TP53	UCEC	TP53_UCEC	possible tsg	official	0.40909090909090901	0.375261592686419	3.5	3.2023006259305	0	NA	Found in 23636398
TP53	ACC	TP53_ACC	tsg	official	0.17777777777777801	0.375261592686419	4.5	2.823366978104415	0	NA	Found in 27165744
TP53	BLCA	TP53_BLCA	possible tsg	official	0.48445595854922302	0.375261592686419	4.5	3.434101995475835	0	NA	Found in 24476821
TP53	MESO	TP53_MESO	tsg	official	0.172839506172839	0.375261592686419	4.5	2.645159692111975	0	NA	0
TP53	PANCAN	TP53_PANCAN	tsg	official	"NA"	0.375261592686419	4.5	3.984498591833	0	NA	Found in 24132290
TP53	CESC	TP53_CESC	possible tsg	official	6.9343065693430697E-2	0.375261592686419	5	3.357534279547585	0	NA	0
TP53	KICH	TP53_KICH	tsg	official	0.32307692307692298	0.375261592686419	5	3.00862983339668	0	NA	Found in 25155756
TP53	SKCM	TP53_SKCM	tsg	official	0.11374407582938401	0.375261592686419	5	5	0	NA	Found in 26091043
TP53	LUAD	TP53_LUAD	possible tsg	official	0.46867749419953603	0.375261592686419	5.5	4.995926434204	0	NA	Found in 25079552
TP53	LUSC	TP53_LUSC	tsg	official	0.868534482758621	0.375261592686419	5.5	5.02561219857925	0	NA	Found in 22960745
TP53	STAD	TP53_STAD	tsg	official	0.52380952380952395	0.375261592686419	5.5	4.968906458336	0	NA	Found in 25079317
TP53	BRCA	TP53_BRCA	tsg	official	0.33761232349165599	0.375261592686419	6	4.42274676008079	0	NA	Found in 23000897
TP53	COADREAD	TP53_COADREAD	tsg	official	0.727848101265823	0.375261592686419	6	4.42695558566189	0	NA	Found in 22810696
TP53	ESCA	TP53_ESCA	tsg	official	0.87790697674418605	0.375261592686419	6	4.97826055389455	0	NA	Found in 28052061
TP53	GBM	TP53_GBM	possible oncogene	official	0.292604501607717	0.375261592686419	6	4.40070306120007	0	NA	Found in 24120142
TP53	HNSC	TP53_HNSC	tsg	official	0.70916334661354596	0.375261592686419	6	4.914535963739545	0	NA	Found in 25631445
TP53	LIHC	TP53_LIHC	tsg	official	0.31355932203389802	0.375261592686419	6	5.03355387118075	0	NA	Found in private communication about integrative LIHC analysis
TP53	OV	TP53_OV	tsg	official	0.91176470588235303	0.375261592686419	6	5.480808015463	0	NA	Found in 21720365
TP53	PRAD	TP53_PRAD	possible oncogene	official	0.11949685534591201	0.375261592686419	6	4.4832803865336	0	NA	Found in 26544944
TP53	LGG	TP53_LGG	possible oncogene	official	0.48627450980392201	0.375261592686419	6.5	4.566428460908175	0	NA	Found in 26061751
TP53	PAAD	TP53_PAAD	tsg	official	0.68387096774193501	0.375261592686419	6.5	4.50049327488453	0	NA	Found in private communication about integrative PAAD analysis
TP53	SARC	TP53_SARC	tsg	official	0.34313725490196101	0.375261592686419	6.5	4.706010760151765	0	NA	Found in private communication about integrative SARC analysis
TP53	UCS	TP53_UCS	tsg	official	0.92727272727272703	0.375261592686419	6.5	4.72583542208407	0	NA	Found in 28292439
TRAF3	PANCAN	TRAF3_PANCAN	tsg	official	"NA"	0.00815067738737746	2	1.484498591833	0	NA	0
TSC1	PANCAN	TSC1_PANCAN	tsg	official	"NA"	0.0151999118845688	2.5	1.984498591833	0	NA	0
TSC1	BLCA	TSC1_BLCA	tsg	official	9.3264248704663197E-2	0.0151999118845688	3.5	2.434101995475835	0	NA	Found in 24476821
TSC2	LIHC	TSC2_LIHC	tsg	official	3.3898305084745797E-2	0.021147703491574	3.5	3.5	0	NA	0
TXNIP	BLCA	TXNIP_BLCA	possible tsg	official	4.1450777202072499E-2	0.00936226456658222	0.5	0	0	NA	Found in 24476821
U2AF1	UCEC	U2AF1_UCEC	oncogene	official	2.7777777777777801E-2	0.00837096596541469	1.5	1.5	0	NA	0
U2AF1	LAML	U2AF1_LAML	oncogene	official	3.5971223021582698E-2	0.00837096596541469	2.5	2.5	0	NA	Found in 23634996
U2AF1	PAAD	U2AF1_PAAD	oncogene	official	1.9354838709677399E-2	0.00837096596541469	2.5	2.5	0	NA	0
U2AF1	PANCAN	U2AF1_PANCAN	oncogene	official	"NA"	0.00837096596541469	3.5	2.984498591833	0	NA	Found in 24132290
U2AF1	LUAD	U2AF1_LUAD	oncogene	official	3.2482598607888602E-2	0.00837096596541469	4	3.495926434204	0	NA	Found in 25079552
UNCX	PANCAN	UNCX_PANCAN	possible oncogene	official	"NA"	0.00209274149135367	1.5	1.5	1	NA	0
USP9X	PANCAN	USP9X_PANCAN	tsg	official	"NA"	0.0280867936997467	2	1.484498591833	0	NA	Found in 24132290
VHL	PANCAN	VHL_PANCAN	tsg	official	"NA"	0.0222491463817601	4.5	3.984498591833	0	NA	Found in 24132290
VHL	KIRC	VHL_KIRC	tsg	official	0.46195652173912999	0.0222491463817601	5.5	3.76352538587967	0	NA	Found in 23792563
WHSC1	LIHC	WHSC1_LIHC	oncogene	official	2.5423728813559299E-2	0.0156404890406432	1.5	1.5	0	NA	0
WT1	PANCAN	WT1_PANCAN	possible oncogene	official	"NA"	0.0140984689943826	1	0	0	NA	Found in 24132290
WT1	LAML	WT1_LAML	possible tsg	official	2.15827338129496E-2	0.0140984689943826	1.5	1.5	0	NA	0
XPO1	LIHC	XPO1_LIHC	oncogene	official	1.6949152542372899E-2	0.0100231303006939	1.5	1.5	0	NA	0
ZBTB20	LGG	ZBTB20_LGG	possible tsg	official	4.11764705882353E-2	0.0190549620002203	1	0	1	NA	Found in 26061751
ZBTB7B	UCS	ZBTB7B_UCS	tsg	official	0.109090909090909	0.010573851745787	3.5	2.8186765479605	1	NA	Found in 28292439
ZC3H12A	PANCAN	ZC3H12A_PANCAN	NA	official	"NA"	0.00859125454345192	1.5	1.5	1	NA	0
ZCCHC12	LGG	ZCCHC12_LGG	oncogene	official	1.5686274509803901E-2	0.00881154312148915	1	0	1	NA	Found in 26061751
ZFHX3	UCEC	ZFHX3_UCEC	possible tsg	official	0.19949494949495	0.0446084370525388	2.5	2.2023006259305	0	NA	0
ZFP36L1	BLCA	ZFP36L1_BLCA	possible tsg	official	9.5854922279792698E-2	0.0183940962661086	1.5	1.5	0	NA	Found in 24476821
ZFP36L2	COADREAD	ZFP36L2_COADREAD	possible tsg	official	3.7974683544303799E-2	0.00980284172265668	2	2	0	NA	0
ZFP36L2	PANCAN	ZFP36L2_PANCAN	possible tsg	official	"NA"	0.00980284172265668	2	2	0	NA	0
ZMYM2	UCEC	ZMYM2_UCEC	tsg	official	6.5656565656565705E-2	0.0123361603700848	1.5	1.5	0	NA	0
ZMYM3	PRAD	ZMYM3_PRAD	tsg	official	1.6771488469601699E-2	0.0185042405551272	1	0	1	NA	Found in 26544944
ZNF133	OV	ZNF133_OV	oncogene	official	2.9411764705882401E-2	0.00605793589602379	1.5	1.5	1	NA	Found in 21720365
ZNF750	PANCAN	ZNF750_PANCAN	possible tsg	official	"NA"	0.0114550060579359	1.5	1.5	0	NA	0
ZNF750	ESCA	ZNF750_ESCA	possible tsg	official	6.9767441860465101E-2	0.0114550060579359	2.5	2.5	0	NA	Found in 28052061
ZNF750	HNSC	ZNF750_HNSC	possible tsg	official	3.7848605577689202E-2	0.0114550060579359	2.5	2.5	0	NA	0
